,Fighter1,Fighter2,Winner,WeightClass
0,Demetrious Johnson,Ray Borg,Demetrious Johnson,Flyweight
0,Fabricio Werdum,Walt Harris,Fabricio Werdum,Heavyweight
0,Mara Romero Borella,Kalindra Faria,Mara Romero Borella,Women's Flyweight
0,draw,Beneil Dariush,draw,0
0,Cody Stamann,Tom Duquesnoy,Cody Stamann,Bantamweight
0,draw,Lando Vannata,draw,0
0,Poliana Botelho,Pearl Gonzalez,Poliana Botelho,Women's Strawweight
0,Matt Schnell,Marco Beltran,Matt Schnell,Flyweight
0,John Moraga,Magomed Bibulatov,John Moraga,Flyweight
0,Brad Tavares,Thales Leites,Brad Tavares,Middleweight
0,Ovince Saint Preux,Yushin Okami,Ovince Saint Preux,Light Heavyweight
0,Jessica Andrade,Claudia Gadelha,Jessica Andrade,Women's Strawweight
0,Dong Hyun Kim,Takanori Gomi,Dong Hyun Kim,Lightweight
0,Gokhan Saki,Henrique da Silva,Gokhan Saki,Light Heavyweight
0,Teruto Ishihara,Rolando Dy,Teruto Ishihara,Featherweight
0,Jussier Formiga,Ulka Sasaki,Jussier Formiga,Flyweight
0,Keita Nakamura,Alex Morono,Keita Nakamura,Welterweight
0,Syuri Kondo,Chanmi Jeon,Syuri Kondo,Women's Strawweight
0,Shinsho Anzai,Luke Jumeau,Shinsho Anzai,Welterweight
0,Daichi Abe,Hyun Gyu Lim,Daichi Abe,Welterweight
0,Luke Rockhold,David Branch,Luke Rockhold,Middleweight
0,Mike Perry,Alex Reyes,Mike Perry,Welterweight
0,Anthony Smith,Hector Lombard,Anthony Smith,Middleweight
0,Gregor Gillespie,Jason Gonzalez,Gregor Gillespie,Lightweight
0,Kamaru Usman,Sergio Moraes,Kamaru Usman,Welterweight
0,Justin Ledet,Zu Anyanwu,Justin Ledet,Heavyweight
0,Olivier Aubin-Mercier,Tony Martin,Olivier Aubin-Mercier,Lightweight
0,Daniel Spitz,Anthony Hamilton,Daniel Spitz,Heavyweight
0,Uriah Hall,Krzysztof Jotko,Uriah Hall,Middleweight
0,Gilbert Burns,Jason Saggo,Gilbert Burns,Lightweight
0,Amanda Nunes,Valentina Shevchenko,Amanda Nunes,Women's Bantamweight
0,Rafael Dos Anjos,Neil Magny,Rafael Dos Anjos,Welterweight
0,Henry Cejudo,Wilson Reis,Henry Cejudo,Flyweight
0,Ilir Latifi,Tyson Pedro,Ilir Latifi,Light Heavyweight
0,Jeremy Stephens,Gilbert Melendez,Jeremy Stephens,Featherweight
0,Ketlen Vieira,Sara McMann,Ketlen Vieira,Women's Bantamweight
0,Sarah Moras,Ashlee Evans-Smith,Sarah Moras,Women's Bantamweight
0,Rick Glenn,Gavin Tucker,Rick Glenn,Featherweight
0,Alex White,Mitch Clarke,Alex White,Lightweight
0,Arjan Bhullar,Luis Henrique,Arjan Bhullar,Heavyweight
0,Kajan Johnson,Adriano Martins,Kajan Johnson,Lightweight
0,Alexander Volkov,Stefan Struve,Alexander Volkov,Heavyweight
0,Siyar Bahadurzada,Rob Wilkinson,Siyar Bahadurzada,Middleweight
0,Marion Reneau,Talita Bernardo,Marion Reneau,Women's Bantamweight
0,Leon Edwards,Bryan Barberena,Leon Edwards,Welterweight
0,Darren Till,Bojan Velickovic,Darren Till,Welterweight
0,Mairbek Taisumov,Felipe Silva,Mairbek Taisumov,Lightweight
0,Michel Prazeres,Mads Burnell,Michel Prazeres,Lightweight
0,Rustam Khabilov,Desmond Green,Rustam Khabilov,Lightweight
0,Aleksandar Rakic,Francimar Barroso,Aleksandar Rakic,Light Heavyweight
0,Zabit Magomedsharipov,Mike Santiago,Zabit Magomedsharipov,Featherweight
0,Abdul-Kerim Edilov,Bojan Mihajlovic,Abdul-Kerim Edilov,Light Heavyweight
0,Thibault Gouti,Andrew Holbrook,Thibault Gouti,Lightweight
0,Sergio Pettis,Brandon Moreno,Sergio Pettis,Flyweight
0,Alexa Grasso,Randa Markos,Alexa Grasso,Women's Strawweight
0,Niko Price,Alan Jouban,Niko Price,Welterweight
0,Humberto Bandenay,Martin Bravo,Humberto Bandenay,Featherweight
0,Sam Alvey,Rashad Evans,Sam Alvey,Middleweight
0,Alejandro Perez,Andre Soukhamthath,Alejandro Perez,Bantamweight
0,Jack Hermansson,Bradley Scott,Jack Hermansson,Middleweight
0,Dustin Ortiz,Hector Sandoval,Dustin Ortiz,Flyweight
0,Rani Yahya,Henry Briones,Rani Yahya,Bantamweight
0,Jose Quinonez,Diego Rivas,Jose Quinonez,Bantamweight
0,Joseph Morales,Roberto Sanchez,Joseph Morales,Flyweight
0,Jordan Rinaldi,Alvaro Herrera,Jordan Rinaldi,Lightweight
0,nc,Daniel Cormier,nc,0
0,Tyron Woodley,Demian Maia,Tyron Woodley,Welterweight
0,Cris Cyborg,Tonya Evinger,Cris Cyborg,Women's Featherweight
0,Robbie Lawler,Donald Cerrone,Robbie Lawler,Welterweight
0,Volkan Oezdemir,Jimi Manuwa,Volkan Oezdemir,Light Heavyweight
0,Ricardo Lamas,Jason Knight,Ricardo Lamas,Featherweight
0,Aljamain Sterling,Renan Barao,Aljamain Sterling,Catch Weight
0,Brian Ortega,Renato Moicano,Brian Ortega,Featherweight
0,Calvin Kattar,Andre Fili,Calvin Kattar,Featherweight
0,Alexandra Albu,Kailin Curran,Alexandra Albu,Women's Strawweight
0,Jarred Brooks,Eric Shelton,Jarred Brooks,Flyweight
0,Drew Dober,Joshua Burkman,Drew Dober,Lightweight
0,Chris Weidman,Kelvin Gastelum,Chris Weidman,Middleweight
0,Darren Elkins,Dennis Bermudez,Darren Elkins,Featherweight
0,Patrick Cummins,Gian Villante,Patrick Cummins,Light Heavyweight
0,Jimmie Rivera,Thomas Almeida,Jimmie Rivera,Bantamweight
0,Elizeu Zaleski dos Santos,Lyman Good,Elizeu Zaleski dos Santos,Welterweight
0,Eryk Anders,Rafael Natal,Eryk Anders,Middleweight
0,Alex Oliveira,Ryan LaFlare,Alex Oliveira,Welterweight
0,Chase Sherman,Damian Grabowski,Chase Sherman,Heavyweight
0,Jeremy Kennedy,Kyle Bochniak,Jeremy Kennedy,Featherweight
0,Marlon Vera,Brian Kelleher,Marlon Vera,Bantamweight
0,Junior Albini,Tim Johnson,Junior Albini,Heavyweight
0,Shane Burgos,Godofredo Pepey,Shane Burgos,Featherweight
0,Chris Wade,Frankie Perez,Chris Wade,Lightweight
0,Santiago Ponzinibbio,Gunnar Nelson,Santiago Ponzinibbio,Welterweight
0,Cynthia Calvillo,Joanne Calderwood,Cynthia Calvillo,Women's Strawweight
0,Paul Felder,Stevie Ray,Paul Felder,Lightweight
0,Jack Marshman,Ryan Janes,Jack Marshman,Middleweight
0,Khalil Rountree Jr.,Paul Craig,Khalil Rountree Jr.,Light Heavyweight
0,Justin Willis,James Mulheron,Justin Willis,Heavyweight
0,Danny Roberts,Bobby Nash,Danny Roberts,Welterweight
0,Alexandre Pantoja,Neil Seery,Alexandre Pantoja,Flyweight
0,Galore Bofando,Charlie Ward,Galore Bofando,Welterweight
0,Danny Henry,Daniel Teymur,Danny Henry,Lightweight
0,Brett Johns,Albert Morales,Brett Johns,Bantamweight
0,Leslie Smith,Amanda Lemos,Leslie Smith,Women's Bantamweight
0,Robert Whittaker,Yoel Romero,Robert Whittaker,Middleweight
0,Alistair Overeem,Fabricio Werdum,Alistair Overeem,Heavyweight
0,Curtis Blaydes,Daniel Omielanczuk,Curtis Blaydes,Heavyweight
0,Anthony Pettis,Jim Miller,Anthony Pettis,Lightweight
0,Rob Font,Douglas Silva de Andrade,Rob Font,Bantamweight
0,Aleksei Oleinik,Travis Browne,Aleksei Oleinik,Heavyweight
0,Chad Laprise,Brian Camozzi,Chad Laprise,Welterweight
0,Thiago Santos,Gerald Meerschaert,Thiago Santos,Middleweight
0,Belal Muhammad,Jordan Mein,Belal Muhammad,Welterweight
0,Cody Stamann,Terrion Ware,Cody Stamann,Featherweight
0,Trevin Giles,James Bochnovic,Trevin Giles,Light Heavyweight
0,Justin Gaethje,Michael Johnson,Justin Gaethje,Lightweight
0,Jesse Taylor,Dhiego Lima,Jesse Taylor,Welterweight
0,Drakkar Klose,Marc Diakiese,Drakkar Klose,Lightweight
0,Jared Cannonier,Nick Roehrick,Jared Cannonier,Light Heavyweight
0,Brad Tavares,Elias Theodorou,Brad Tavares,Middleweight
0,Jordan Johnson,Marcel Fortuna,Jordan Johnson,Light Heavyweight
0,Angela Hill,Ashley Yoder,Angela Hill,Women's Strawweight
0,James Krause,Tom Gallicchio,James Krause,Welterweight
0,CB Dollaway,Ed Herman,CB Dollaway,Light Heavyweight
0,Tecia Torres,Juliana Lima,Tecia Torres,Women's Strawweight
0,Gray Maynard,Teruto Ishihara,Gray Maynard,Featherweight
0,Kevin Lee,Michael Chiesa,Kevin Lee,Lightweight
0,Tim Boetsch,Johny Hendricks,Tim Boetsch,Middleweight
0,Felice Herrig,Justine Kish,Felice Herrig,Women's Strawweight
0,Dominick Reyes,Joachim Christensen,Dominick Reyes,Light Heavyweight
0,Tim Means,Alex Garcia,Tim Means,Welterweight
0,Dennis Siver,BJ Penn,Dennis Siver,Featherweight
0,Clay Guida,Erik Koch,Clay Guida,Lightweight
0,Marvin Vettori,Vitor Miranda,Marvin Vettori,Middleweight
0,Carla Esparza,Maryna Moroz,Carla Esparza,Women's Strawweight
0,Darrell Horcher,Devin Powell,Darrell Horcher,Lightweight
0,Jared Gordon,Michel Quinones,Jared Gordon,Featherweight
0,Tony Martin,Johnny Case,Tony Martin,Lightweight
0,Jeremy Kimball,Josh Stansbury,Jeremy Kimball,Light Heavyweight
0,Holly Holm,Bethe Correia,Holly Holm,Women's Bantamweight
0,Marcin Tybura,Andrei Arlovski,Marcin Tybura,Heavyweight
0,Colby Covington,Dong Hyun Kim,Colby Covington,Welterweight
0,Rafael Dos Anjos,Tarec Saffiedine,Rafael Dos Anjos,Welterweight
0,Jon Tuck,Takanori Gomi,Jon Tuck,Lightweight
0,Walt Harris,Cyril Asker,Walt Harris,Heavyweight
0,Alex Caceres,Rolando Dy,Alex Caceres,Featherweight
0,Ulka Sasaki,Justin Scoggins,Ulka Sasaki,Flyweight
0,Li Jingliang,Frank Camacho,Li Jingliang,Welterweight
0,Russell Doane,Kwan Ho Kwak,Russell Doane,Bantamweight
0,Naoki Inoue,Carls John De Tomas,Naoki Inoue,Flyweight
0,Lucie Pudilova,Ji Yeon Kim,Lucie Pudilova,Women's Bantamweight
0,Mark Hunt,Derrick Lewis,Mark Hunt,Heavyweight
0,Derek Brunson,Daniel Kelly,Derek Brunson,Middleweight
0,Dan Hooker,Ross Pearson,Dan Hooker,Lightweight
0,Ion Cutelaba,Henrique da Silva,Ion Cutelaba,Light Heavyweight
0,Ben Nguyen,Tim Elliott,Ben Nguyen,Flyweight
0,Alexander Volkanovski,Mizuto Hirota,Alexander Volkanovski,Featherweight
0,Vinc Pichel,Damien Brown,Vinc Pichel,Lightweight
0,Luke Jumeau,Dominique Steele,Luke Jumeau,Welterweight
0,John Moraga,Ashkan Mokhtarian,John Moraga,Flyweight
0,Zak Ottow,Kiichi Kunimoto,Zak Ottow,Welterweight
0,JJ Aldrich,Chanmi Jeon,JJ Aldrich,Women's Strawweight
0,Max Holloway,Jose Aldo,Max Holloway,Featherweight
0,Claudia Gadelha,Karolina Kowalkiewicz,Claudia Gadelha,Women's Strawweight
0,Vitor Belfort,Nate Marquardt,Vitor Belfort,Middleweight
0,Paulo Costa,Oluwale Bamgbose,Paulo Costa,Middleweight
0,Yancy Medeiros,Erick Silva,Yancy Medeiros,Welterweight
0,Raphael Assuncao,Marlon Moraes,Raphael Assuncao,Bantamweight
0,Antonio Carlos Junior,Eric Spicely,Antonio Carlos Junior,Middleweight
0,Matthew Lopez,Johnny Eduardo,Matthew Lopez,Bantamweight
0,Brian Kelleher,Iuri Alcantara,Brian Kelleher,Bantamweight
0,Viviane Pereira,Jamie Moyle,Viviane Pereira,Women's Strawweight
0,Luan Chagas,Jimmy Wallhead,Luan Chagas,Welterweight
0,Deiveson Figueiredo,Marco Beltran,Deiveson Figueiredo,Flyweight
0,Alexander Gustafsson,Glover Teixeira,Alexander Gustafsson,Light Heavyweight
0,Volkan Oezdemir,Misha Cirkunov,Volkan Oezdemir,Light Heavyweight
0,Peter Sobotta,Ben Saunders,Peter Sobotta,Welterweight
0,Omari Akhmedov,Abdul Razak Alhassan,Omari Akhmedov,Welterweight
0,Nordine Taleb,Oliver Enkamp,Nordine Taleb,Welterweight
0,Jack Hermansson,Alex Nicholson,Jack Hermansson,Middleweight
0,Pedro Munhoz,Damian Stasiak,Pedro Munhoz,Bantamweight
0,Trevor Smith,Chris Camozzi,Trevor Smith,Middleweight
0,Joaquim Silva,Reza Madadi,Joaquim Silva,Lightweight
0,Bojan Velickovic,Nico Musoke,Bojan Velickovic,Welterweight
0,Darren Till,Jessin Ayari,Darren Till,Welterweight
0,Damir Hadzovic,Marcin Held,Damir Hadzovic,Lightweight
0,Stipe Miocic,Junior Dos Santos,Stipe Miocic,Heavyweight
0,Joanna Jedrzejczyk,Jessica Andrade,Joanna Jedrzejczyk,Women's Strawweight
0,Demian Maia,Jorge Masvidal,Demian Maia,Welterweight
0,Frankie Edgar,Yair Rodriguez,Frankie Edgar,Featherweight
0,David Branch,Krzysztof Jotko,David Branch,Middleweight
0,nc,Eddie Alvarez,nc,0
0,Jason Knight,Chas Skelly,Jason Knight,Featherweight
0,Chase Sherman,Rashad Coulter,Chase Sherman,Heavyweight
0,James Vick,Polo Reyes,James Vick,Lightweight
0,Cortney Casey,Jessica Aguilar,Cortney Casey,Women's Strawweight
0,Enrique Barzola,Gabriel Benitez,Enrique Barzola,Featherweight
0,Gadzhimurad Antigulov,Joachim Christensen,Gadzhimurad Antigulov,Light Heavyweight
0,Cub Swanson,Artem Lobov,Cub Swanson,Featherweight
0,Al Iaquinta,Diego Sanchez,Al Iaquinta,Lightweight
0,Ovince Saint Preux,Marcos Rogerio de Lima,Ovince Saint Preux,Light Heavyweight
0,John Dodson,Eddie Wineland,John Dodson,Bantamweight
0,Stevie Ray,Joe Lauzon,Stevie Ray,Lightweight
0,Mike Perry,Jake Ellenberger,Mike Perry,Welterweight
0,Thales Leites,Sam Alvey,Thales Leites,Middleweight
0,Brandon Moreno,Dustin Ortiz,Brandon Moreno,Flyweight
0,Scott Holtzman,Michael McBride,Scott Holtzman,Lightweight
0,Danielle Taylor,Jessica Penne,Danielle Taylor,Women's Strawweight
0,Alexis Davis,Cindy Dandois,Alexis Davis,Women's Bantamweight
0,Bryan Barberena,Joe Proctor,Bryan Barberena,Welterweight
0,Hector Sandoval,Matt Schnell,Hector Sandoval,Flyweight
0,Demetrious Johnson,Wilson Reis,Demetrious Johnson,Flyweight
0,Rose Namajunas,Michelle Waterson,Rose Namajunas,Women's Strawweight
0,Robert Whittaker,Jacare Souza,Robert Whittaker,Middleweight
0,Renato Moicano,Jeremy Stephens,Renato Moicano,Featherweight
0,Alexander Volkov,Roy Nelson,Alexander Volkov,Heavyweight
0,Tom Duquesnoy,Patrick Williams,Tom Duquesnoy,Bantamweight
0,Rashid Magomedov,Bobby Green,Rashid Magomedov,Lightweight
0,Tim Elliott,Louis Smolka,Tim Elliott,Flyweight
0,Aljamain Sterling,Augusto Mendes,Aljamain Sterling,Bantamweight
0,Devin Clark,Jake Collier,Devin Clark,Light Heavyweight
0,Anthony Smith,Andrew Sanchez,Anthony Smith,Middleweight
0,Zak Cummings,Nathan Coy,Zak Cummings,Welterweight
0,Ketlen Vieira,Ashlee Evans-Smith,Ketlen Vieira,Women's Bantamweight
0,Daniel Cormier,Anthony Johnson,Daniel Cormier,Light Heavyweight
0,Gegard Mousasi,Chris Weidman,Gegard Mousasi,Middleweight
0,Cynthia Calvillo,Pearl Gonzalez,Cynthia Calvillo,Women's Strawweight
0,Thiago Alves,Patrick Cote,Thiago Alves,Welterweight
0,Charles Oliveira,Will Brooks,Charles Oliveira,Lightweight
0,Myles Jury,Mike de la Torre,Myles Jury,Featherweight
0,Kamaru Usman,Sean Strickland,Kamaru Usman,Welterweight
0,Shane Burgos,Charles Rosa,Shane Burgos,Featherweight
0,Patrick Cummins,Jan Blachowicz,Patrick Cummins,Light Heavyweight
0,Gregor Gillespie,Andrew Holbrook,Gregor Gillespie,Lightweight
0,Desmond Green,Josh Emmett,Desmond Green,Lightweight
0,Katlyn Chookagian,Irene Aldana,Katlyn Chookagian,Women's Bantamweight
0,Magomed Bibulatov,Jenel Lausa,Magomed Bibulatov,Flyweight
0,Jimi Manuwa,Corey Anderson,Jimi Manuwa,Light Heavyweight
0,Gunnar Nelson,Alan Jouban,Gunnar Nelson,Welterweight
0,Marlon Vera,Brad Pickett,Marlon Vera,Catch Weight
0,Arnold Allen,Makwan Amirkhani,Arnold Allen,Featherweight
0,Joe Duffy,Reza Madadi,Joe Duffy,Lightweight
0,Francimar Barroso,Darren Stewart,Francimar Barroso,Light Heavyweight
0,Tim Johnson,Daniel Omielanczuk,Tim Johnson,Heavyweight
0,Leon Edwards,Vicente Luque,Leon Edwards,Welterweight
0,Marc Diakiese,Teemu Packalen,Marc Diakiese,Lightweight
0,Bradley Scott,Scott Askham,Bradley Scott,Middleweight
0,Lina Lansberg,Lucie Pudilova,Lina Lansberg,Women's Bantamweight
0,nc,Vitor Belfort,nc,1
0,Mauricio Rua,Gian Villante,Mauricio Rua,Light Heavyweight
0,Edson Barboza,Beneil Dariush,Edson Barboza,Lightweight
0,Ray Borg,Jussier Formiga,Ray Borg,Flyweight
0,draw,Bethe Correia,draw,4
0,Alex Oliveira,Tim Means,Alex Oliveira,Welterweight
0,Kevin Lee,Francisco Trinaldo,Kevin Lee,Lightweight
0,Sergio Moraes,Davi Ramos,Sergio Moraes,Welterweight
0,Joe Soto,Rani Yahya,Joe Soto,Bantamweight
0,Michel Prazeres,Joshua Burkman,Michel Prazeres,Lightweight
0,Jeremy Kennedy,Rony Jason,Jeremy Kennedy,Featherweight
0,Paulo Costa,Garreth McLellan,Paulo Costa,Middleweight
0,Tyron Woodley,Stephen Thompson,Tyron Woodley,Welterweight
0,David Teymur,Lando Vannata,David Teymur,Lightweight
0,Daniel Kelly,Rashad Evans,Daniel Kelly,Middleweight
0,Cynthia Calvillo,Amanda Cooper,Cynthia Calvillo,Women's Strawweight
0,Alistair Overeem,Mark Hunt,Alistair Overeem,Heavyweight
0,Marcin Tybura,Luis Henrique,Marcin Tybura,Heavyweight
0,Darren Elkins,Mirsad Bektic,Darren Elkins,Featherweight
0,Iuri Alcantara,Luke Sanders,Iuri Alcantara,Bantamweight
0,Mark Godbeer,Daniel Spitz,Mark Godbeer,Heavyweight
0,Tyson Pedro,Paul Craig,Tyson Pedro,Light Heavyweight
0,Albert Morales,Andre Soukhamthath,Albert Morales,Bantamweight
0,Derrick Lewis,Travis Browne,Derrick Lewis,Heavyweight
0,Johny Hendricks,Hector Lombard,Johny Hendricks,Middleweight
0,Gavin Tucker,Sam Sicilia,Gavin Tucker,Featherweight
0,Elias Theodorou,Cezar Ferreira,Elias Theodorou,Middleweight
0,Sara McMann,Gina Mazany,Sara McMann,Women's Bantamweight
0,Paul Felder,Alessandro Ricci,Paul Felder,Lightweight
0,Santiago Ponzinibbio,Nordine Taleb,Santiago Ponzinibbio,Welterweight
0,Randa Markos,Carla Esparza,Randa Markos,Women's Strawweight
0,Aiemann Zahabi,Reginaldo Vieira,Aiemann Zahabi,Bantamweight
0,Thiago Santos,Jack Marshman,Thiago Santos,Middleweight
0,Gerald Meerschaert,Ryan Janes,Gerald Meerschaert,Middleweight
0,Germaine de Randamie,Holly Holm,Germaine de Randamie,Women's Featherweight
0,Anderson Silva,Derek Brunson,Anderson Silva,Middleweight
0,Jacare Souza,Tim Boetsch,Jacare Souza,Middleweight
0,Glover Teixeira,Jared Cannonier,Glover Teixeira,Light Heavyweight
0,Dustin Poirier,Jim Miller,Dustin Poirier,Lightweight
0,Belal Muhammad,Randy Brown,Belal Muhammad,Welterweight
0,Wilson Reis,Ulka Sasaki,Wilson Reis,Flyweight
0,Islam Makhachev,Nik Lentz,Islam Makhachev,Lightweight
0,Rick Glenn,Phillipe Nover,Rick Glenn,Featherweight
0,Ryan LaFlare,Roan Carneiro,Ryan LaFlare,Welterweight
0,Chan Sung Jung,Dennis Bermudez,Chan Sung Jung,Featherweight
0,Felice Herrig,Alexa Grasso,Felice Herrig,Women's Strawweight
0,James Vick,Abel Trujillo,James Vick,Lightweight
0,Volkan Oezdemir,Ovince Saint Preux,Volkan Oezdemir,Light Heavyweight
0,Marcel Fortuna,Anthony Hamilton,Marcel Fortuna,Heavyweight
0,Jessica Andrade,Angela Hill,Jessica Andrade,Women's Strawweight
0,nc,Adam Milstead,nc,1
0,Chas Skelly,Chris Gruetzemacher,Chas Skelly,Featherweight
0,Ricardo Ramos,Michinori Tanaka,Ricardo Ramos,Bantamweight
0,Tecia Torres,Bec Rawlings,Tecia Torres,Women's Strawweight
0,nc,Alex Morono,nc,0
0,Khalil Rountree Jr.,Daniel Jolly,Khalil Rountree Jr.,Light Heavyweight
0,Valentina Shevchenko,Julianna Pena,Valentina Shevchenko,Women's Bantamweight
0,Jorge Masvidal,Donald Cerrone,Jorge Masvidal,Welterweight
0,Francis Ngannou,Andrei Arlovski,Francis Ngannou,Heavyweight
0,Jason Knight,Alex Caceres,Jason Knight,Featherweight
0,Sam Alvey,Nate Marquardt,Sam Alvey,Middleweight
0,Raphael Assuncao,Aljamain Sterling,Raphael Assuncao,Bantamweight
0,Li Jingliang,Bobby Nash,Li Jingliang,Welterweight
0,Jordan Johnson,Henrique da Silva,Jordan Johnson,Light Heavyweight
0,Eric Spicely,Alessio Di Chirico,Eric Spicely,Middleweight
0,Marcos Rogerio de Lima,Jeremy Kimball,Marcos Rogerio de Lima,Light Heavyweight
0,Alexandre Pantoja,Eric Shelton,Alexandre Pantoja,Flyweight
0,Jason Gonzalez,JC Cottrell,Jason Gonzalez,Lightweight
0,Yair Rodriguez,BJ Penn,Yair Rodriguez,Featherweight
0,Joe Lauzon,Marcin Held,Joe Lauzon,Lightweight
0,Ben Saunders,Court McGee,Ben Saunders,Welterweight
0,Sergio Pettis,John Moraga,Sergio Pettis,Flyweight
0,Drakkar Klose,Devin Powell,Drakkar Klose,Lightweight
0,Augusto Mendes,Frankie Saenz,Augusto Mendes,Bantamweight
0,Aleksei Oleinik,Viktor Pesta,Aleksei Oleinik,Heavyweight
0,Tony Martin,Alex White,Tony Martin,Lightweight
0,Nina Ansaroff,Jocelyn Jones-Lybarger,Nina Ansaroff,Women's Strawweight
0,Walt Harris,Chase Sherman,Walt Harris,Heavyweight
0,Joachim Christensen,Bojan Mihajlovic,Joachim Christensen,Light Heavyweight
0,Cyril Asker,Dmitrii Smoliakov,Cyril Asker,Heavyweight
0,Amanda Nunes,Ronda Rousey,Amanda Nunes,Women's Bantamweight
0,Cody Garbrandt,Dominick Cruz,Cody Garbrandt,Bantamweight
0,TJ Dillashaw,John Lineker,TJ Dillashaw,Bantamweight
0,Dong Hyun Kim,Tarec Saffiedine,Dong Hyun Kim,Welterweight
0,Ray Borg,Louis Smolka,Ray Borg,Flyweight
0,Neil Magny,Johny Hendricks,Neil Magny,Welterweight
0,Antonio Carlos Junior,Marvin Vettori,Antonio Carlos Junior,Middleweight
0,Alex Garcia,Mike Pyle,Alex Garcia,Welterweight
0,Niko Price,Brandon Thatch,Niko Price,Welterweight
0,nc,Alex Oliveira,nc,2
0,Michelle Waterson,Paige VanZant,Michelle Waterson,Women's Strawweight
0,Mickey Gall,Sage Northcutt,Mickey Gall,Welterweight
0,Urijah Faber,Brad Pickett,Urijah Faber,Bantamweight
0,Alan Jouban,Mike Perry,Alan Jouban,Welterweight
0,Paul Craig,Henrique da Silva,Paul Craig,Light Heavyweight
0,Mizuto Hirota,Cole Miller,Mizuto Hirota,Featherweight
0,Colby Covington,Bryan Barberena,Colby Covington,Welterweight
0,Alex Morono,James Moontasri,Alex Morono,Welterweight
0,Josh Emmett,Scott Holtzman,Josh Emmett,Lightweight
0,Leslie Smith,Irene Aldana,Leslie Smith,Women's Bantamweight
0,Eddie Wineland,Takeya Mizugaki,Eddie Wineland,Bantamweight
0,Hector Sandoval,Fredy Serrano,Hector Sandoval,Flyweight
0,Sultan Aliev,Bojan Velickovic,Sultan Aliev,Welterweight
0,Max Holloway,Anthony Pettis,Max Holloway,Featherweight
0,Donald Cerrone,Matt Brown,Donald Cerrone,Welterweight
0,Cub Swanson,Dooho Choi,Cub Swanson,Featherweight
0,Kelvin Gastelum,Tim Kennedy,Kelvin Gastelum,Middleweight
0,Emil Meek,Jordan Mein,Emil Meek,Welterweight
0,Misha Cirkunov,Nikita Krylov,Misha Cirkunov,Light Heavyweight
0,Olivier Aubin-Mercier,Drew Dober,Olivier Aubin-Mercier,Lightweight
0,Viviane Pereira,Valerie Letourneau,Viviane Pereira,Women's Strawweight
0,Matthew Lopez,Mitch Gagnon,Matthew Lopez,Bantamweight
0,Lando Vannata,John Makdessi,Lando Vannata,Lightweight
0,Rustam Khabilov,Jason Saggo,Rustam Khabilov,Lightweight
0,Dustin Ortiz,Zach Makovsky,Dustin Ortiz,Flyweight
0,Derrick Lewis,Shamil Abdurakhimov,Derrick Lewis,Heavyweight
0,Francis Ngannou,Anthony Hamilton,Francis Ngannou,Heavyweight
0,Corey Anderson,Sean O'Connell,Corey Anderson,Light Heavyweight
0,Gian Villante,Saparbeg Safarov,Gian Villante,Light Heavyweight
0,Justine Kish,Ashley Yoder,Justine Kish,Women's Strawweight
0,Randy Brown,Brian Camozzi,Randy Brown,Welterweight
0,Gerald Meerschaert,Joe Gigliotti,Gerald Meerschaert,Middleweight
0,Andrew Sanchez,Trevor Smith,Andrew Sanchez,Middleweight
0,Shane Burgos,Tiago Trator,Shane Burgos,Featherweight
0,Marc Diakiese,Frankie Perez,Marc Diakiese,Lightweight
0,Ryan Janes,Keith Berish,Ryan Janes,Middleweight
0,Juliana Lima,JJ Aldrich,Juliana Lima,Women's Strawweight
0,Demetrious Johnson,Tim Elliott,Demetrious Johnson,Flyweight
0,Joseph Benavidez,Henry Cejudo,Joseph Benavidez,Flyweight
0,Jorge Masvidal,Jake Ellenberger,Jorge Masvidal,Welterweight
0,Jared Cannonier,Ion Cutelaba,Jared Cannonier,Light Heavyweight
